cell_id,pt_loading,io_c_ratio,carbon_graphitized,T_C,RH,j_op,V_upper,ss_rate,time_h,R_ct
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,0.0,0.05046617300882966
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,250.0,0.05590564826444897
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,500.0,0.06345293593058572
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,750.0,0.07193588102672023
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,1000.0,0.07649450284890012
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,1250.0,0.08890875752755631
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,1500.0,0.0966305843769118
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,1750.0,0.10802088484217026
0,0.29108850619643634,0.7079146855055481,0,60.49582906585587,88.79621435201634,1.3127555772777217,0.9288626508497334,14.589931219679968,2000.0,0.1195629965981746
1,0.26243836607472754,0.719884756214954,0,72.68061663592975,41.69918026872778,0.524283276499564,0.9371811739101719,12.943790231485002,0.0,0.05472669621370656
1,0.26243836607472754,0.719884756214954,0,72.68061663592975,41.69918026872778,0.524283276499564,0.9371811739101719,12.943790231485002,250.0,0.06408474501548388
1,0.26243836607472754,0.719884756214954,0,72.68061663592975,41.69918026872778,0.524283276499564,0.9371811739101719,12.943790231485002,500.0,0.07425383484053864
1,0.26243836607472754,0.719884756214954,0,72.68061663592975,41.69918026872778,0.524283276499564,0.9371811739101719,12.943790231485002,750.0,0.08636392820413437
